Company,Sector,Industry,Continent,Country,Market Value,Sales,Profits,Assets,Rank,Forbes Webpage
Jardine Matheson,Industrials,Conglomerates,Asia,Hong Kong,43.4,39.5,1.6,63.8,208,http://www.forbes.com/companies/jardine-matheson/
Japan Tobacco,Consumer Staples,Tobacco,Asia,Japan,56.9,23.5,4.5,41.8,209,http://www.forbes.com/companies/japan-tobacco/
BG Group,Energy,Oil & Gas Operations,Europe,United Kingdom,64,19.2,2.5,66,210,http://www.forbes.com/companies/bg-group/
Itochu,Industrials,Trading Companies,Asia,Japan,18.4,55,3.2,76.8,211,http://www.forbes.com/companies/itochu/
Carrefour,Consumer Staples,Food Retail,Europe,France,27.4,99.4,1.7,60,212,http://www.forbes.com/companies/carrefour/
SABMiller,Consumer Staples,Beverages,Europe,United Kingdom,80.1,17.5,3.4,53.7,213,http://www.forbes.com/companies/sabmiller/
Bank of New York Mellon,Financials,Major Banks,North America,United States,40.3,15.1,2.1,374.3,214,http://www.forbes.com/companies/bank-of-ny-mellon/
Continental,Consumer Discretionary,Auto & Truck Parts,Europe,Germany,48.7,44.3,2.6,37,215,http://www.forbes.com/companies/continental/
EMC,Information Technology,Computer Storage Devices,North America,United States,56.3,23.2,2.9,45.8,216,http://www.forbes.com/companies/emc/
Costco Wholesale,Consumer Discretionary,Discount Stores,North America,United States,49.2,107.9,2,31.6,217,http://www.forbes.com/companies/costco-wholesale/
BT Group,Telecommunication Services,Telecommunications services,Europe,United Kingdom,50,28.6,3.2,39.9,218,http://www.forbes.com/companies/bt-group/
Eli Lilly & Co,Health Care,Pharmaceuticals,North America,United States,65.9,23.1,4.7,35.2,219,http://www.forbes.com/companies/eli-lilly-co/
Seven & I Holdings,Consumer Staples,Food Retail,Asia,Japan,33.4,57.3,1.8,46.4,220,http://www.forbes.com/companies/seven-i-holdings/
Canon,Industrials,Business Products & Supplies,Asia,Japan,40.8,38.2,2.4,40.4,221,http://www.forbes.com/companies/canon/
Lowe's Cos,Consumer Discretionary,Home Improvement Retail,North America,United States,50.9,53.4,2.3,32.7,221,http://www.forbes.com/companies/lowes-cos/
China State Construction,Industrials,Construction Services,Asia,China,14,88.1,2.5,123.4,223,http://www.forbes.com/companies/china-state-construction/
Freeport-McMoRan Copper,Materials,Diversified Metals & Mining,North America,United States,34.2,21.6,2.7,63.5,224,http://www.forbes.com/companies/freeport-mcmoran-copper/
Telstra,Telecommunication Services,Telecommunications services,Australia,Australia,58.1,24.7,3.8,35.6,225,http://www.forbes.com/companies/telstra/
LyondellBasell Industries,Materials,Diversified Chemicals,Europe,Netherlands,48.2,44.1,3.8,27.3,226,http://www.forbes.com/companies/lyondellbasell-industries/
China Pacific Insurance,Financials,Life & Health Insurance,Asia,China,23.2,33.2,1.6,118.6,227,http://www.forbes.com/companies/china-pacific-insurance/
Diageo,Consumer Staples,Beverages,Europe,United Kingdom,77.3,17.7,4,40.2,228,http://www.forbes.com/companies/diageo/
Abbott Laboratories,Health Care,Pharmaceuticals,North America,United States,59.4,21.8,2.6,43,229,http://www.forbes.com/companies/abbott-laboratories/
Gas Natural Fenosa,Utilities,Natural Gas Utilities,Europe,Spain,28.4,33.1,1.9,61.9,230,http://www.forbes.com/companies/gas-natural-fenosa/
Danske Bank,Financials,Major Banks,Europe,Denmark,28.3,20.8,1.3,596,231,http://www.forbes.com/companies/danske-bank/
Aetna,Health Care,Managed Health Care,North America,United States,27.2,47.3,1.9,49.9,232,http://www.forbes.com/companies/aetna/
Sony,Consumer Discretionary,Consumer Electronics,Asia,Japan,20.1,78.2,1.1,148.9,233,http://www.forbes.com/companies/sony/
Aegon,Financials,Diversified Insurance,Europe,Netherlands,19.8,40.2,1.1,473,234,http://www.forbes.com/companies/aegon/
Ericsson,Information Technology,Communications Equipment,Europe,Sweden,43.5,34.9,1.8,41.9,235,http://www.forbes.com/companies/ericsson/
Posco,Materials,Iron & Steel,Asia,South Korea,24.8,56.5,1.2,80,236,http://www.forbes.com/companies/posco/
East Japan Railway,Industrials,Railroads,Asia,Japan,28.7,27.7,1.9,68.8,237,http://www.forbes.com/companies/east-japan-railway/
Brookfield Asset Management,Financials,Real Estate,North America,Canada,25.2,20.8,2.1,112.7,238,http://www.forbes.com/companies/brookfield-asset-management/
Altria Group,Consumer Staples,Tobacco,North America,United States,74.5,17.7,4.5,34.9,239,http://www.forbes.com/companies/altria-group/
BlackRock,Financials,Investment Services,North America,United States,53.1,10.4,2.9,220.6,240,http://www.forbes.com/companies/blackrock/
Exelon,Utilities,Electric Utilities,North America,United States,28.7,24.6,1.7,79.9,241,http://www.forbes.com/companies/exelon/
Danone,Consumer Staples,Food Processing,Europe,France,41.8,28.3,1.9,42.6,242,http://www.forbes.com/companies/danone/
Archer Daniels Midland,Consumer Staples,Food Processing,North America,United States,28.5,89.7,1.3,43.8,243,http://www.forbes.com/companies/archer-daniels-midland/
McKesson,Health Care,Pharmaceuticals,North America,United States,40.5,130.1,1.2,36.5,243,http://www.forbes.com/companies/mckesson/
Heineken Holding,Consumer Staples,Beverages,Europe,Netherlands,40.3,25.5,1.8,45.9,245,http://www.forbes.com/companies/heineken-holding/
Panasonic,Consumer Discretionary,Consumer Electronics,Asia,Japan,28.4,77.3,1.2,52.1,246,http://www.forbes.com/companies/panasonic/
Hess,Energy,Oil & Gas Operations,North America,United States,27.3,22.2,5.1,42.8,246,http://www.forbes.com/companies/hess/
People's Insurance Company,Financials,Property & Casualty Insurance,Asia,China,17.7,42.3,1.5,114.9,248,http://www.forbes.com/companies/peoples-insurance-company/
Shinhan Financial Group,Financials,Investment Services,Asia,South Korea,21.1,19.6,1.7,295,249,http://www.forbes.com/companies/shinhan-financial-group/
eBay,Consumer Discretionary,Internet & Catalog Retail,North America,United States,71,16,2.9,41.5,250,http://www.forbes.com/companies/ebay/
Natixis,Financials,Major Banks,Europe,France,23.6,21.6,1.2,702.9,251,http://www.forbes.com/companies/natixis/
Time Warner Cable,Consumer Discretionary,Broadcasting & Cable,North America,United States,38.2,22.1,1.9,48.3,252,http://www.forbes.com/companies/time-warner-cable/
General Dynamics,Industrials,Aerospace & Defense,North America,United States,37.7,31.2,2.4,35.4,253,http://www.forbes.com/companies/general-dynamics/
AbbVie,Health Care,Pharmaceuticals,North America,United States,82.8,18.8,4.1,29.2,254,http://www.forbes.com/companies/abbvie/
Medtronic,Health Care,Medical Equipment & Supplies,North America,United States,61.7,16.9,3.6,37.2,255,http://www.forbes.com/companies/medtronic/
EXOR,Financials,Investment Services,Europe,Italy,10.1,143.7,2.4,170.7,256,http://www.forbes.com/companies/exor/
Bristol-Myers Squibb,Health Care,Pharmaceuticals,North America,United States,85.9,16.4,2.6,38.6,257,http://www.forbes.com/companies/bristol-myers-squibb/
KIA Motors,Consumer Discretionary,Auto & Truck Manufacturers,Asia,South Korea,22.8,43.5,3.5,34.3,258,http://www.forbes.com/companies/kia-motors/
SEB,Financials,Major Banks,Europe,Sweden,30.4,11.9,2.3,386.9,259,http://www.forbes.com/companies/seb/
KBC Group,Financials,Major Banks,Europe,Belgium,26.3,17.2,1.3,338.8,260,http://www.forbes.com/companies/kbc-group/
FedEx,Industrials,Air Courier,North America,United States,39.6,45.2,1.7,32.7,261,http://www.forbes.com/companies/fedex/
Renault,Consumer Discretionary,Auto & Truck Manufacturers,Europe,France,28.7,54.3,0.8,103.3,262,http://www.forbes.com/companies/renault/
VTB Bank,Financials,Regional Banks,Asia,Russia,14.6,22.8,2.4,262,263,http://www.forbes.com/companies/vtb-bank/
Sumitomo Corp,Industrials,Trading Companies,Asia,Japan,16,33.2,2.3,81.1,263,http://www.forbes.com/companies/sumitomo-corp/
CNP Assurances,Financials,Diversified Insurance,Europe,France,14.6,36.2,1.3,455.1,265,http://www.forbes.com/companies/cnp-assurances/
MS&AD Insurance,Financials,Property & Casualty Insurance,Asia,Japan,14.3,45.8,1.5,160.8,266,http://www.forbes.com/companies/msad-insurance/
Hyundai Mobis,Consumer Discretionary,Auto & Truck Parts,Asia,South Korea,28.7,31.2,3.1,32.6,267,http://www.forbes.com/companies/hyundai-mobis/
Halliburton,Energy,Oil Services & Equipment,North America,United States,50.7,29.4,2.1,29.2,268,http://www.forbes.com/companies/halliburton/
Danaher,Industrials,Conglomerates,North America,United States,52.6,19.1,2.7,34.7,269,http://www.forbes.com/companies/danaher/
Apache,Energy,Oil & Gas Operations,North America,United States,33.1,16.5,2.2,61.6,270,http://www.forbes.com/companies/apache/
Sun Life Financial,Financials,Life & Health Insurance,North America,Canada,21.1,17.9,1.7,184.4,271,http://www.forbes.com/companies/sun-life-financial/
Marathon Petroleum,Energy,Oil & Gas Operations,North America,United States,26.2,93.9,2.1,28.4,271,http://www.forbes.com/companies/marathon-petroleum/
Southern Co,Utilities,Electric Utilities,North America,United States,38.6,17.1,1.7,64.5,273,http://www.forbes.com/companies/southern-co/
Ping An Bank,Financials,Regional Banks,Asia,China,16.6,17.1,2.5,312.5,274,http://www.forbes.com/companies/ping-an-bank/
Linde,Materials,Diversified Chemicals,Europe,Germany,37,22.1,1.7,45.1,275,http://www.forbes.com/companies/linde/
NextEra Energy,Utilities,Electric Utilities,North America,United States,40.9,14.6,1.9,69.3,276,http://www.forbes.com/companies/nextera-energy/
Saint-Gobain,Materials,Construction Materials,Europe,France,34.5,55.5,0.8,63,277,http://www.forbes.com/companies/saint-gobain/
Canadian Natural Resources,Energy,Oil & Gas Operations,North America,Canada,42,15.7,2.2,50.4,278,http://www.forbes.com/companies/canadian-natural-resources/
Transneft,Energy,Oil Services & Equipment,Asia,Russia,15.6,23.7,5.3,65.9,279,http://www.forbes.com/companies/transneft/
Visa,Financials,Consumer Financial Services,North America,United States,136,12.1,5.1,36.2,280,http://www.forbes.com/companies/visa/
Rolls-Royce Holdings,Industrials,Aerospace & Defense,Europe,United Kingdom,34.3,24.2,2.1,38.2,281,http://www.forbes.com/companies/rolls-royce-holdings/
JX Holdings,Energy,Oil & Gas Operations,Asia,Japan,11.8,124.6,2,76.3,282,http://www.forbes.com/companies/jx-holdings/
Imperial Tobacco Group,Consumer Staples,Tobacco,Europe,United Kingdom,38.8,22.8,1.5,46,283,http://www.forbes.com/companies/imperial-tobacco-group/
Woolworths,Consumer Staples,Food Retail,Australia,Australia,41.3,58.3,2.3,21.7,284,http://www.forbes.com/companies/woolworths/
Bridgestone,Consumer Discretionary,Auto & Truck Parts,Asia,Japan,27.7,36.5,2.1,34,285,http://www.forbes.com/companies/bridgestone/
Cigna,Health Care,Managed Health Care,North America,United States,22.5,32.4,1.5,55.5,286,http://www.forbes.com/companies/cigna/
Standard Bank Group,Financials,Major Banks,Africa,South Africa,21.4,16.4,1.7,161.4,287,http://www.forbes.com/companies/standard-bank-group/
DBS Group,Financials,Major Banks,Asia,Singapore,31.8,9.4,2.9,318.4,288,http://www.forbes.com/companies/dbs-group/
Svenska Handelsbanken,Financials,Major Banks,Europe,Sweden,32.1,10.1,2.2,387.7,289,http://www.forbes.com/companies/svenska-handelsbanken/
BCE,Telecommunication Services,Telecommunications services,North America,Canada,33.7,19.8,2,42.7,290,http://www.forbes.com/companies/bce/
Centrica,Utilities,Natural Gas Utilities,Europe,United Kingdom,27.7,41.5,1.5,38.8,291,http://www.forbes.com/companies/centrica/
National Oilwell Varco,Energy,Oil Services & Equipment,North America,United States,33.5,22.9,2.3,34.8,292,http://www.forbes.com/companies/national-oilwell-varco/
Air Liquide,Materials,Specialized Chemicals,Europe,France,42.1,20.2,2.2,34.6,293,http://www.forbes.com/companies/air-liquide/
Teva Pharmaceutical Inds,Health Care,Pharmaceuticals,Asia,Israel,44.6,20.3,1.3,47.5,294,http://www.forbes.com/companies/teva-pharmaceutical/
Old Mutual,Financials,Investment Services,Europe,United Kingdom,16.6,31,1.1,229.3,295,http://www.forbes.com/companies/old-mutual/
Philips,Industrials,Conglomerates,Europe,Netherlands,32.2,31,1.6,36.6,296,http://www.forbes.com/companies/philips/
Swedbank,Financials,Major Banks,Europe,Sweden,29.8,10.7,2,283.5,296,http://www.forbes.com/companies/swedbank/
Oversea-Chinese Banking,Financials,Regional Banks,Asia,Singapore,26.1,11.1,2.2,268.1,298,http://www.forbes.com/companies/oversea-chinese-banking/
Eaton,Industrials,Other Industrial Equipment,Europe,Ireland,36.1,22,1.9,35.5,299,http://www.forbes.com/companies/eaton/
Directv,Consumer Discretionary,Broadcasting & Cable,North America,United States,39.6,31.8,2.9,21.9,300,http://www.forbes.com/companies/directv/
Dai-ichi Life Insurance,Financials,Life & Health Insurance,Asia,Japan,14.5,58.1,0.8,356.3,301,http://www.forbes.com/companies/dai-ichi-life-insurance/
Marubeni,Industrials,Trading Companies,Asia,Japan,11.5,66,2.2,68.4,302,http://www.forbes.com/companies/marubeni/
Fresenius,Health Care,Medical Equipment & Supplies,Europe,Germany,27.8,27,1.3,45.1,303,http://www.forbes.com/companies/fresenius/
ICICI Bank,Financials,Regional Banks,Asia,India,23.7,13.3,1.8,124.2,304,http://www.forbes.com/companies/icici-bank/
China Vanke,Financials,Real Estate,Asia,China,14.9,22,2.5,79.2,305,http://www.forbes.com/companies/china-vanke/
China Communications Construction,Industrials,Construction Services,Asia,China,11.2,52.8,2,85.6,306,http://www.forbes.com/companies/china-communications-construction/
State Street,Financials,Investment Services,North America,United States,30,9.7,2.1,243.3,307,http://www.forbes.com/companies/state-street/
Central Japan Railway,Industrials,Railroads,Asia,Japan,22.8,16.7,2.6,50.6,308,http://www.forbes.com/companies/central-japan-railway/
Kroger,Consumer Staples,Food Retail,North America,United States,22.2,98.5,1.5,29.3,309,http://www.forbes.com/companies/kroger/
Johnson Controls,Consumer Discretionary,Auto & Truck Parts,North America,United States,32,43.2,1.3,30.8,310,http://www.forbes.com/companies/johnson-controls/
China Railway Construction,Industrials,Construction Services,Asia,China,10.5,89.9,1.7,87.5,311,http://www.forbes.com/companies/china-railway-construction/
Henkel,Consumer Staples,Household/Personal Care,Europe,Germany,46.4,21.7,2.1,26.7,312,http://www.forbes.com/companies/henkel/
Inditex,Consumer Discretionary,Apparel/Footwear Retail,Europe,Spain,94.3,22.2,3.2,18.6,313,http://www.forbes.com/companies/inditex/
Emerson Electric,Industrials,Electrical Equipment,North America,United States,47.3,24.7,2,24.1,314,http://www.forbes.com/companies/emerson-electric/
Husky Energy,Energy,Oil & Gas Operations,North America,Canada,30,22.3,1.8,35.6,315,http://www.forbes.com/companies/husky-energy/
Wilmar International,Consumer Staples,Food Processing,Asia,Singapore,17.7,44.1,1.3,46.6,316,http://www.forbes.com/companies/wilmar-international/
Teliasonera,Telecommunication Services,Telecommunications services,Europe,Sweden,32.9,15.6,2.3,39.4,316,http://www.forbes.com/companies/teliasonera/
Dominion Resources,Utilities,Electric Utilities,North America,United States,40.9,13.2,1.7,50.1,318,http://www.forbes.com/companies/dominion-resources/
BB&T,Financials,Regional Banks,North America,United States,28.8,10.6,1.7,184.5,319,http://www.forbes.com/companies/bbt/
China Railway Group,Industrials,Construction Services,Asia,Hong Kong,10,85.9,1.5,102.3,320,http://www.forbes.com/companies/china-railway-group/
Sasol,Materials,Diversified Chemicals,Africa,South Africa,37,20.1,2.8,24.5,321,http://www.forbes.com/companies/sasol/
NIKE,Consumer Discretionary,Apparel/Accessories,North America,United States,65.9,27,2.7,17.8,322,http://www.forbes.com/companies/nike/
Kinder Morgan,Energy,Oil Services & Equipment,North America,United States,33.9,14.1,1.2,75.2,323,http://www.forbes.com/companies/kinder-morgan/
SingTel,Telecommunication Services,Telecommunications services,Asia,Singapore,46.2,13.7,2.9,30.9,324,http://www.forbes.com/companies/singtel/
CaixaBank,Financials,Regional Banks,Europe,Spain,33.3,15.9,0.7,468.8,325,http://www.forbes.com/companies/caixabank/
OMV Group,Energy,Oil & Gas Operations,Europe,Austria,14.8,56.3,1.5,43.8,326,http://www.forbes.com/companies/omv-group/
Maybank,Financials,Regional Banks,Asia,Malaysia,26.3,9.7,2.1,171.1,326,http://www.forbes.com/companies/maybank/
Holcim,Materials,Construction Materials,Europe,Switzerland,27.3,21.3,1.4,42.7,328,http://www.forbes.com/companies/holcim/
Reckitt Benckiser Group,Consumer Staples,Household/Personal Care,Europe,United Kingdom,58.7,15.2,2.7,25.1,329,http://www.forbes.com/companies/reckitt-benckiser-group/
Telenor,Telecommunication Services,Telecommunications services,Europe,Norway,33.1,17.7,2.2,30.6,330,http://www.forbes.com/companies/telenor/
EOG Resources,Energy,Oil & Gas Operations,North America,United States,54.1,14.5,2.2,30.6,331,http://www.forbes.com/companies/eog-resources/
